───────────────────────────────────────────────────────────────────────────────
Language            Files       Lines    Blanks  Comments       Code Complexity
~ib\arguments\fd-options.js       108        24         3         81         18
~ild\ModuleNotFoundError.js       108         2         6        100         24
~o-identical-expressions.js       108         0        22         86          8
~ast-uri\test\equal.test.js       108        18        18         72          0
~yaml\lib\js-yaml\schema.js       108        29         1         78         11
~eslint\lib\shared\flags.js       108        10        31         67          2
~\expand\dist\esm\index.mjs       108         0         4        104         23
~r-single-boolean-return.js       107         0         2        105         16
~pes\lib\clone\cloneNode.js       107         2         1        104         28
~l\scheduler\AsyncAction.js       107         0         1        106         31
~t-each\build\validation.js       107         2         7         98          8
~rs\directive-bookkeeper.js       107         0         6        101         12
~nerator\MersenneTwister.js       107         0         0        107         27
~lib\transform\generator.js       107         7        21         79          3
~es\des.js\test\ede-test.js       106        16         0         90          0
~or\additionalProperties.js       106         0         3        103         22
~modules\deepmerge\index.js       106        16         3         87         17
~s\lib\definitions\index.js       106         2         1        103          4
~r\number\dist\cjs\index.js       106         0         4        102         37
~\execa\lib\stdio\native.js       106        19        14         73         14
~cjs\internal\Observable.js       105         0         1        104         11
~humanfs\core\src\errors.js       105        13        64         28          0
~ib\rules\no-spaced-func.js       105        12        17         76          2
~er\VirtualTimeScheduler.js       104         0         1        103         25
~_modules\anymatch\index.js       104        13        24         67         19
~side-channel\test\index.js       104        30         0         74          0
~r\stryker-config-writer.js       104         0        11         93          6
~nfig\build\Descriptions.js       104         2         6         96          0
~ies\discriminator\index.js       104         0         1        103         28
~ode_modules\kleur\index.js       104        13         3         88          7
~ules\dedent\dist\dedent.js       104         8        15         81         17
~channel-list\test\index.js       104        30         0         74          0
~odules\ajv\lib\dotjs\if.js       103         0         1        102         32
~\lib\rules\default-case.js       103        18        23         62          4
~e\bindCallbackInternals.js       103         0         1        102         28
~rs\lib\helpers\usingCtx.js       103         2         1        100         22
~odules\ajv\lib\dotjs\if.js       103         0         1        102         32
~underscore\amd\template.js       103        17        20         66         13
~underscore\cjs\template.js       103        16        20         67         13
~sm5\internal\Observable.js       102         0         1        101         11
~t\lib\rules\no-plusplus.js       102        16        27         59          4
~s\getBindingIdentifiers.js       102         2         1         99         21
~s\non-existent-operator.js       102         0        20         82         13
~e_modules\deep-is\index.js       102        12        21         69         33
~vices\processor-service.js       101        16        37         48          2
~ib\transformation\index.js       101         2         1         98         16
~uild\plugins\DOMElement.js       101         2         6         93         11
~\rules\no-global-assign.js       101        13        24         64          3
~les\js-yaml\lib\snippet.js       101        24         1         76         16
~rscore\modules\template.js       101        15        20         66         13
~ons\lib\deprecated.test.js       101        19         2         80          0
~lib\rules\no-undef-init.js       101        16        15         70          6
~nder\lib\suggestSimilar.js       101        14        18         69         22
~o-same-line-conditional.js       100         0        21         79          5
~es\no-negated-condition.js       100        11        32         57          6
~ource-map\lib\array-set.js       100         8        46         46          7
~st-validate\build\utils.js       100         2         7         91          1
~les\no-floating-decimal.js        99        10        12         77          3
~air\typebox\value\value.js        99         0        34         65          1
~ak-detector\build\index.js        99         7        13         79          4
~\lib\rules\no-obj-calls.js        99        16        19         64          4
~st\src\utils\file-utils.js        99         0        23         76         11
~ateSnapshotsInteractive.js        99         3         7         89         12
~ors\rewrite-stack-trace.js        98         2         1         95         20
~dules\prompts\lib\index.js        98        20        11         67         16
~les\dedent\dist\dedent.mjs        98         7        15         76         28
~ollection-size-mischeck.js        98         0        20         78         10
~s\yoctocolors-cjs\index.js        98        19         9         70          4
~\rawlist\dist\cjs\index.js        98         0         0         98         25
~pers\regeneratorRuntime.js        98         3         1         94          6
~il\build\globsToMatcher.js        98         4        38         56         11
~pers\wrapAsyncGenerator.js        97         2         1         94         12
~les\color-convert\route.js        97        20        15         62          7
~\js-yaml\lib\type\float.js        97        19         9         69         17
~odules\execa\lib\stream.js        97        18         6         73         14
~validators\isReferenced.js        96         2         1         93         10
~b\rules\no-catch-shadow.js        96        15        28         53          2
~intrc\lib\shared\naming.js        96        16        37         43         12
~\FailedTestsInteractive.js        96         2         9         85          9
~\src\model\mutant-model.js        96         0        17         79          4
~a\lib\arguments\options.js        96         9         3         84          7
~lib\resolve\wait-stream.js        96        11        32         53          8
~t\lib\rules\no-new-func.js        96        16        14         66          8
~-config\build\constants.js        96         2         6         88         18
~platform-shims\browser.mjs        95         4         7         84          3
~\lib\updateGlobalConfig.js        95         2         6         87         28
~r\lib\compiler\src\core.js        95         0        16         79         14
~b\rules\no-useless-call.js        95        15        23         57          4
~s\prefer-object-literal.js        95         0        21         74         13
~ies\applicator\contains.js        95         0         1         94         17
~ema\dom_security_schema.js        95         0        35         60          2
~urce-map\lib\base64-vlq.js        94        11        61         22          2
~odules\yoctocolors\base.js        94        17         9         68          4
~untimeErrorsAndWarnings.js        94         2         6         86          1
~tor\lib\generators\base.js        94         1         0         93         11
~\number\dist\esm\index.mjs        94         0         4         90         32
~xeca\lib\terminate\kill.js        93        14         6         73         14
~esm\internal\Observable.js        93         0         1         92         10
~s\dist\elements\confirm.js        93        16        12         65          9
~l\core\lib\config\index.js        93         2         1         90         15
~rjs\lib\src\utils\nodes.js        93         0         0         93         21
~s-yaml\type\js\function.js        93        16        17         60          5
~stom-jest-config-loader.js        93         0        10         83         17
~n-schema-traverse\index.js        93        12         1         80         24
~srecurse\gulpfile.babel.js        92         8        21         63          0
~abularies\format\format.js        92         0         2         90         17
~\lib\rules\no-dupe-args.js        92        17        29         46          2
~ules\prelude-ls\lib\Str.js        92         0         1         91          8
~build\getSnapshotStatus.js        92         2         6         84          8
~uild\generateConfigFile.js        92         2         6         84         10
~ules\execa\lib\ipc\send.js        91         8         6         77          1
~lib\pipe\pipe-arguments.js        91        10         6         75          7
~d\getNoTestFoundVerbose.js        91         2         6         83          9
~build\getCacheDirectory.js        91         2         9         80         21
~lib\rules\prefer-spread.js        91        14        23         54          3
~nt\lib\rules\wrap-regex.js        91        10         9         72          2
~s\cross-spawn\lib\parse.js        91        21        14         56          8
~al\operators\bufferTime.js        91         0         1         90         28
~src\parsers\html-parser.js        91         0         6         85         11
~de_modules\semver\index.js        91         1         1         89          0
~l\scheduler\AsyncAction.js        90         0         1         89         24
~_modules\acorn\dist\bin.js        90         8         0         82         34
~e\build\shouldLoadAsEsm.js        90         4         8         78          9
~s\ajv\lib\compile\async.js        90        18        12         60         13
~v\dist\standalone\index.js        90         0         2         88         23
~s\ajv\lib\compile\async.js        90        18        12         60         13
~-uri\test\rfc-3986.test.js        90        16        12         62          0
~b-report\lib\xml-writer.js        90         9        28         53          5
~r\typebox\system\system.js        90         0        45         45          3
~e_modules\ci-info\index.js        90        12        11         67         21
~rules\no-redundant-jump.js        90         0        20         70          7
~lib\gensync-utils\async.js        90         2         1         87          7
~es\max-classes-per-file.js        90         8        11         71          4
~ca\lib\convert\writable.js        90         9         9         72          6
~\converters\valueToNode.js        89         2         1         86         27
~bel\generator\lib\index.js        89         2         1         86         17
~de_modules\semver\index.js        89         0         1         88          0
~n-schema-traverse\index.js        89        12         1         76         24
~e_modules\find-up\index.js        89        22         3         64         14
~\ponyfill\asyncIterator.js        89         0         1         88          4
~ts\lib\elements\confirm.js        89        10        12         67         10
~\lib\compiler\src\chars.js        89         0         7         82         15
~ugins\AsymmetricMatcher.js        89         1         6         82         10
~e_modules\find-up\index.js        89        22         3         64         14
~-worker\build\FifoQueue.js        89         3        18         68         18
~e_modules\find-up\index.js        89        22         3         64         14
~rs\build\CoverageWorker.js        89         2         7         80         20
~execa\lib\io\max-buffer.js        89        18         9         62         12
~rawlist\dist\esm\index.mjs        89         0         0         89         22
~de_modules\semver\index.js        89         0         1         88          0
~er\VirtualTimeScheduler.js        89         0         1         88         17
~n-schema-traverse\index.js        89        12         1         76         24
~\execa\lib\ipc\get-each.js        89         9         2         78          4
~t\reporters\build\index.js        88         2         6         80          1
~yaml\lib\type\timestamp.js        88        20         3         65         12
~ca\lib\arguments\escape.js        88        12        24         52          2
~modules\execa\lib\error.js        88        16         2         70         11
~\js-yaml\type\timestamp.js        88        20         3         65         12
~gs\build\lib\middleware.js        88         0         0         88         14
~dules\resolve\test\core.js        88        12         1         75         10
~ist\src\fs\project-file.js        87         0         7         80          9
~abel\traverse\lib\index.js        87         2         1         84         16
~lint-scope\lib\variable.js        87        11        57         19          0
~\rules\no-return-assign.js        87        15        16         56          8
~tor\lib\generators\base.js        87         1         0         86         11
~b\help\added_formatters.js        87        17        28         42          4
~report\block-navigation.js        87        14         7         66          8
~makeerror\lib\makeerror.js        87        12        28         47         18
~rage\dist\lib\normalize.js        87         1        46         40          3
~uild\ReporterDispatcher.js        87         4         8         75         17
~xpectedAssertionsErrors.js        86         3         9         74          3
~t-node-syntax\src\index.js        86        10        16         60         11
~v\lib\dotjs\uniqueItems.js        86         0         1         85         36
~v\lib\dotjs\uniqueItems.js        86         0         1         85         36
~require-directory\index.js        86        14        13         59         21
~assets\block-navigation.js        86        14         6         66          8
~enerator\lib\source-map.js        86         2         1         83         21
~esm\lib\screen-manager.mjs        85         0        19         66          5
~applicator\dependencies.js        85         0         1         84         10
~nt-scope\lib\definition.js        85        12        52         21          0
~nternal\operators\share.js        85         0         1         84         13
~config\build\Deprecated.js        85         2         6         77          1
~\lib\rules\no-undefined.js        85        17        20         48          2
~enerator\lib\source-map.js        85         2         1         82         21
~\lib\dotjs\_limitLength.js        85         0         1         84         31
~\lib\dotjs\_limitLength.js        85         0         1         84         31
~\lib\rules\guard-for-in.js        85        14        15         56          8
~l\operators\bufferCount.js        85         0         1         84         31
~\rules\no-empty-pattern.js        85        11         9         65          3
~e-map\build\getCallsite.js        85         2         8         75         12
~dules\ajv\lib\dotjs\not.js        84         0         1         83         24
~rs\build\formatTestPath.js        84         2         6         76         19
~e-channel-weakmap\index.js        84         7        11         66         29
~eam\source\array-buffer.js        84        16        15         53          2
~dules\ajv\lib\dotjs\not.js        84         0         1         83         24
src\cli.js                         84        17         0         67          4
~ion-bind\implementation.js        84        14         1         69         12
~lint\lib\rules\no-undef.js        84        13        16         55          3
~verse\lib\scope\binding.js        84         2         1         81         14
~s\chardet\encoding\utf8.js        84        10        10         64         46
~omium\chromium-versions.js        84         0         0         84          0
~nfig\helpers\config-api.js        84         2         1         81         12
~lib\dependencyExtractor.js        84         2         6         76          0
~st\src\model\test-model.js        84         0        10         74         10
~\esm\lib\create-prompt.mjs        84         0        12         72          3
~tion\block-hoist-plugin.js        84         2         1         81         13
~rc\model\metrics-result.js        84         0        21         63          9
~formation\file\generate.js        84         2         1         81         19
~o-empty-character-class.js        83        15        15         53          2
~s\jest-each\build\index.js        83         2         7         74          4
~ce-map\lib\mapping-list.js        83         7        37         39          5
~anged-files\build\index.js        82         2         9         71          2
~il\isReadableStreamLike.js        82         0         1         81         40
~l\scheduler\AsyncAction.js        82         0         1         81         20
~-inverted-boolean-check.js        82         0        20         62          6
~es\sprintf-js\test\test.js        82         7         3         72          0
~s\semver\ranges\outside.js        82        11         7         64         16
~ts\dist\elements\prompt.js        82        18         5         59         11
~y-without-jsonify\index.js        82        10         0         72         27
~lib\dotjs\propertyNames.js        81         0         1         80         20
~lib\dotjs\propertyNames.js        81         0         1         80         20
~\ajv\lib\dotjs\contains.js        81         0         1         80         20
~\ajv\lib\dotjs\contains.js        81         0         1         80         20
~ax-decorators\lib\index.js        81         2         1         78         33
~pile\validate\subschema.js        81         0         2         79         16
~es\jest-each\build\bind.js        81         3         8         70          2
~c\mutants\test-coverage.js        81         0         4         77          7
~ter\source-code-visitor.js        81        11        41         29          4
~les\color-convert\index.js        81        21         5         55         10
~slint\lib\rules\no-sync.js        81         9         9         63          1
~er\src\module-importer.cjs        81        13        46         22          1
~v\lib\dotjs\_limitItems.js        80         0         1         79         29
~ules\no-unassigned-vars.js        80         6        10         64          6
~jest-circus\build\state.js        80         3         8         69          3
~jv\lib\dotjs\multipleOf.js        80         0         1         79         27
~umenter\dist\src\mutant.js        80         0         7         73          4
~s\semver\ranges\outside.js        80        10         7         63         16
~jv\lib\dotjs\multipleOf.js        80         0         1         79         27
~\operators\windowToggle.js        80         0         1         79         18
~eca\lib\io\output-async.js        80        13        10         57         10
~\dotjs\_limitProperties.js        80         0         1         79         29
~\dotjs\_limitProperties.js        80         0         1         79         29
~es\no-case-declarations.js        80         9        13         58          3
~e\ConnectableObservable.js        80         0         1         79         14
~v\lib\dotjs\_limitItems.js        80         0         1         79         29
~re\build\getNoTestFound.js        80         2         6         72          5
~air\typebox\value\equal.js        80         0        27         53         19
~s\semver\ranges\outside.js        80        10         7         63         16
~nal\observable\generate.js        79         0         1         78         35
~ce-map\lib\mapping-list.js        79         7        37         35          6
~al\observable\dom\fetch.js        79         0         1         78         25
~ntrc\conf\config-schema.js        79         7         6         66          0
~nternal\operators\share.js        79         0         1         78         11
~all-duplicated-branches.js        79         0        21         58          9
~age\dist\lib\normalize.mjs        79         1        46         32          3
~ies\validation\required.js        79         0         1         78         15
~t-diff\build\printDiffs.js        79         8        13         58          9
~figs\eslint-recommended.js        79         2        11         66          0
~tors\OperatorSubscriber.js        79         0         1         78         12
~er\input\dist\cjs\index.js        79         0         3         76         25
~fig\build\stringToBytes.js        79         4        15         60         17
~e\bindCallbackInternals.js        79         0         1         78         14
~ib\rules\no-path-concat.js        79        10        12         57          2
~st-deep-equal\es6\react.js        79        20         5         54         43
~l\core\lib\parser\index.js        79         2         1         76         13
~ce-map\lib\mapping-list.js        79         7        37         35          6
~\execa\lib\ipc\incoming.js        79        11        23         45          6
~\lib\rules\no-label-var.js        78        14        29         35          1
~ules\browserslist\parse.js        78         7         0         71         14
~\with-coverage-analysis.js        78         0        15         63         13
~ib\shared\serialization.js        78         4        29         45         10
~\lib\config\files\index.js        78         2         1         75          1
~t-uri\test\resolve.test.js        78         9         8         61          0
~b\config\default-config.js        78        12        18         48          0
~ules\default-param-last.js        78        11        15         52          3
~rules\no-duplicate-case.js        78        13        18         47          5
~al\observable\fromEvent.js        78         0         1         77         20
~al\operators\bufferTime.js        77         0         1         76         18
~ument\src\read-coverage.js        77        10         2         65         10
~ib\rules\no-func-assign.js        77        12        23         42          1
~rip-json-comments\index.js        77        11         0         66         21
~d\requireOrImportModule.js        77         3         7         67          9
~ode_modules\leven\index.js        77        15        11         51         10
~b\rules\no-self-compare.js        77        11        15         51          1
~orts\lib\lcovonly\index.js        77        10         6         61          6
~es\no-redundant-boolean.js        77         0        21         56         11
~cess\1-prepare-executor.js        77         0        10         67          2
~ument\src\read-coverage.js        77        10         2         65         10
~ules\safer-buffer\safer.js        77        12         3         62         25
~\lib\function-name.test.js        76        14         2         60          0
~\object-inspect\test\fn.js        76        11         0         65          1
~lib\rules\no-new-object.js        76        13        12         51          3
~s\internal\Notification.js        76         0         1         75         10
~il\build\deepCyclicCopy.js        76         2         6         68         12
~eca\lib\stdio\direction.js        76        12        10         54          9
~code\token-store\cursor.js        76         7        50         19          1
~map\build\lib\fast_path.js        76         3         9         64         18
~\argparse\lib\namespace.js        76         6        43         27          3
~-plugin-utils\lib\index.js        76         2         1         73         20
~ore\dist\cjs\lib\errors.js        76         0         0         76          1
~te-jest\build\questions.js        76         2         6         68          0
~modules\camelcase\index.js        76        15         1         60         19
~eUnexpectedTokenMessage.js        76         2         7         67          4
~s-yaml\lib\js-yaml\mark.js        76        23         0         53         12
~lib\rules\require-yield.js        76        13        20         43          5
~porters\progress-keeper.js        75         0         5         70         10
~\internal\ReplaySubject.js        75         0         1         74         21
~s\ajv\lib\dotjs\pattern.js        75         0         1         74         23
~odules\path-parse\index.js        75        16         3         56          8
~arse\lib\argument\group.js        75        14        29         32          5
~r\editor\dist\cjs\index.js        75         0         2         73         17
~cator\patternProperties.js        75         0         3         72         18
~s\picocolors\picocolors.js        75         8         0         67         11
~resolve\test\pathfilter.js        75        14         0         61          3
~s\ajv\lib\dotjs\pattern.js        75         0         1         74         23
~bservable\combineLatest.js        75         0         1         74          9
~dules\glob-parent\index.js        75        13        10         52         11
~s\no-buffer-constructor.js        74         8        12         54          0
~al\operators\windowTime.js        74         0         1         73         10
~es\no-restricted-syntax.js        74         8         9         57          1
~her\build\PatternPrompt.js        74         2         6         66          4
~les\no-compare-neg-zero.js        74         8        16         50          3
~est-watcher\build\index.js        74         1         0         73         11
~lib\rules\no-new-symbol.js        74        11         9         54          3
~rules\no-collapsible-if.js        74         0        21         53         10
~t-jsonify\test\replacer.js        74        18         0         56          8
~les\ajv\lib\dotjs\anyOf.js        73         0         1         72         18
~t\lib\rules\unicode-bom.js        73         9        11         53          5
~el\template\lib\options.js        73         2         1         70         37
~es\des.js\test\cbc-test.js        73        10         0         63          0
~b\rules\no-const-assign.js        73        13        19         41          1
~s\no-empty-static-block.js        73         9         8         56          2
~lib\platform-shims\esm.mjs        73         4         0         69          1
~jv\scripts\compile-dots.js        73         7         1         65          2
~nternal\operators\retry.js        73         0         1         72         13
~les\ajv\lib\dotjs\oneOf.js        73         0         1         72         18
~les\ajv\lib\dotjs\anyOf.js        73         0         1         72         18
~\rules\max-switch-cases.js        73         0        20         53          6
~jv\scripts\compile-dots.js        73         7         1         65          2
~les\ajv\lib\dotjs\oneOf.js        73         0         1         72         18
~\lib\helpers\wrapRegExp.js        72         2         1         69         13
~de_modules\ajv\dist\jtd.js        72         0         3         69          8
~r\core\dist\src\stryker.js        72         0        14         58          4
~te\encodings\sbcs-codec.js        72        18         5         49          9
~ters\build\relativePath.js        72         2         9         61         19
~es\execa\lib\pipe\setup.js        72         4         5         63          1
~5\internal\Notification.js        72         0         1         71         10
~st-deep-equal\es6\index.js        72        19         2         51         41
~r\dist\src\instrumenter.js        72         0         8         64          4
~jest-worker\build\types.js        72         7        13         52          0
~b\helpers\asyncIterator.js        72         2         1         69         11
~\execa\lib\ipc\graceful.js        72        13         6         53          4
~lib\generator\XoroShiro.js        72         0         0         72          4
~\lib\generator\XorShift.js        72         0         0         72          4
~dules\buffer-from\index.js        72        17         1         54         10
~air\typebox\value\clone.js        71         0        27         44         11
~aries\jtd\discriminator.js        71         0         1         70          1
~eslint\lib\linter\rules.js        71        13        29         29          4
~\src\rules\prefer-while.js        71         0        20         51         10
~-signals\build\src\main.js        71        23         1         47          2
~e_modules\p-limit\index.js        71        16         4         51          6
~l\operators\bufferCount.js        71         0         1         70         21
~etSelectProjectsMessage.js        71         2         6         63         10
~\lib\terminate\graceful.js        71         8         4         59          6
~l\build\createDirectory.js        71         2         6         63         19
~bservable\combineLatest.js        70         0         1         69          9
~coverage\dist\lib\clone.js        70         1        25         44          3
~ules\html-escaper\index.js        70         3        21         46          0
~plugins\TestNamePattern.js        70         2         6         62          1
~internal\observable\zip.js        70         0         1         69         21
~\resolve\test\node_path.js        70         6         1         63          5
~\build\getConsoleOutput.js        70         2         6         62          6
~s\underscore\amd\_setup.js        70        12        12         46          7
~ules\symbol-description.js        70        11        17         42          4
~-signals\build\src\main.js        70        19         0         51          2
~plugins\TestPathPattern.js        70         2         6         62          1
~w-native-nonconstructor.js        70        13        11         46          4
~ca\lib\terminate\signal.js        70        17         3         50          6
~entifier\lib\identifier.js        70         2         1         67         26
~les\estraverse\gulpfile.js        70         6        42         22          0
~al\operators\windowTime.js        70         0         1         69         10
~m\internal\Notification.js        70         0         1         69         10
~build\formatTestResults.js        69         2         6         61          6
~les\prelude-ls\lib\Func.js        69         0         1         68          4
~\src\utils\object-utils.js        69         0        16         53          9
~esm\generator\XoroShiro.js        69         0         0         69          4
~e-map\build\getMockName.js        69         2         6         61         18
~slint\lib\rules\no-void.js        69         9        11         49          1
~\esm\generator\XorShift.js        69         0         0         69          4
~es\is-core-module\index.js        69        10         0         59         17
~rs\build\wrapAnsiString.js        69         2         9         58         12
~xeca\lib\convert\duplex.js        69         2         1         66          1
~nternal\operators\retry.js        69         0         1         68         13
~ca\lib\utils\uint-array.js        69        17         1         51          6
~password\dist\cjs\index.js        69         0         3         66         18
~el\template\lib\builder.js        69         2         1         66         16
~el\template\lib\literal.js        69         2         1         66          4
~t\vocabularies\jtd\type.js        69         0         1         68          7
~s\execa\lib\ipc\get-one.js        69         7         1         61          3
~\@babel\core\cjs-proxy.cjs        68         7         0         61          5
~nfig\validation\removed.js        68         2         1         65          1
~ib\rules\no-process-env.js        68         8         9         51          1
~pts\lib\elements\prompt.js        68        10         5         53         11
~\side-channel-map\index.js        68         7        12         49          7
~nternal\operators\retry.js        68         0         1         67         12
~r\input\dist\esm\index.mjs        68         0         3         65         21
~t\lib\shared\text-table.js        68         8        30         30          4
~dules\yocto-queue\index.js        68        14         7         47          4
~ld\lib\normalizePathSep.js        68         2         6         60         20
~es\get-proto\test\index.js        68        11        12         45          3
~dules\locate-path\index.js        68        14         0         54          4
~\rules\no-sparse-arrays.js        68        13        11         44          7
~\scope\traverseForScope.js        68         2         1         65         18
~les\tslib\modules\index.js        68         0         0         68          0
~lib\rules\no-script-url.js        68         9        15         44          4
~b\rules\no-process-exit.js        67         8        12         47          0
~-visitor-keys\lib\index.js        67        11        27         29          5
~d\plugins\DOMCollection.js        67         2         6         59          2
~ters\broadcast-reporter.js        67         0         1         66          6
~averse\lib\path\removal.js        67         2         1         64         13
~ib\rules\no-new-require.js        67         8         9         50          1
~s\source-map\lib\base64.js        67        13        19         35         12
~odules\argparse\lib\sub.js        67        11         3         53         19
~ce\Node-SMB\lib\smbhash.js        67        11        12         44          0
~\lib\rules\no-multi-str.js        67        11        20         36          1
~ernal\operators\groupBy.js        67         0         1         66          8
~ib\rules\utils\keywords.js        67         1         4         62          0
~argets\lib\filter-items.js        67         2         1         64         22
~nfig\validation\plugins.js        67         2         1         64         14
~orts\lib\teamcity\index.js        67        11         8         48          3
~formatTestNameByPattern.js        67         2         6         59          7
~el\core\lib\config\item.js        67         2         1         64          4
~s\source-map\lib\base64.js        67        13        19         35         12
~l\operators\windowCount.js        67         0         1         66         21
~st\vocabularies\jtd\ref.js        67         0         1         66         11
~dules\fs.realpath\index.js        66         9         0         57          9
~ules\ajv\lib\dotjs\enum.js        66         0         1         65         19
~therSequenceExpressions.js        66         2         1         63         25
~b\rules\no-class-assign.js        66        11        18         37          0
~b\rules\no-multi-assign.js        66        10         8         48          1
~odules\js-yaml\lib\type.js        66        11         1         54         14
~gins\ReactTestComponent.js        66         2         7         57          3
~ls\build\immutableUtils.js        66         2         8         56          7
~s\ajv\lib\compile\rules.js        66         8         0         58          3
~abularies\applicator\if.js        66         0         1         65         11
~\operators\windowToggle.js        66         0         1         65          8
~s\underscore\cjs\_setup.js        66        10        12         44          7
~\rules\no-useless-catch.js        66         0        20         46          4
~s\ajv\lib\compile\rules.js        66         8         0         58          3
~ules\ajv\lib\dotjs\enum.js        66         0         1         65         19
~pt\removeTypeDuplicates.js        66         2         1         63         15
~-diff\build\diffStrings.js        66         3         7         56          5
~ndleDeprecationWarnings.js        65         2         7         56          6
~dules\locate-path\index.js        65        10         0         55          4
~ow\removeTypeDuplicates.js        65         2         1         62         15
~benchmark\ws-is-secure.mjs        65        15         0         50          0
~\build\lib\string-utils.js        65         0        10         55         23
~d\unevaluatedProperties.js        65         0         2         63         10
~s\build\getResultHeader.js        65         2         8         55          5
~dules\locate-path\index.js        65        10         0         55          4
~ules\des.js\lib\des\cbc.js        65        16         0         49          8
~\html-escaper\cjs\index.js        65         2        21         42          0
~et-stream\source\stream.js        65         9         8         48          8
~-visitor-keys\lib\index.js        65        10        26         29          5
~reporters\html-reporter.js        65         0         4         61          0
~ipts-jest-config-loader.js        65         0         6         59          3
~rd-token-comment-cursor.js        65         7        22         36          7
~services\parser-service.js        65         9        25         31          2
~xeca\lib\methods\create.js        65         6         5         54          2
~s\semver\functions\diff.js        65        15        12         38         10
~s\semver\functions\diff.js        65        15        12         38         10
~\getChangedFilesPromise.js        65         2         6         57          3
~perators\mergeInternals.js        65         0         1         64         13
~onal-expression-mutator.js        65         0         8         57         22
~nbul-lib-coverage\index.js        64         3        34         27          6
~ste-map\build\blacklist.js        64         3        20         41          0
~\validation\uniqueItems.js        64         0         1         63          5
~\editor\dist\esm\index.mjs        64         0         2         62         13
~eateForOfIteratorHelper.js        64         2         1         61         14
~overage\dist\lib\clone.mjs        64         1        25         38          3
~les\picomatch\lib\utils.js        64         9         0         55         14
~\getNoTestsFoundMessage.js        64         2         6         56          5
~utils\build\Replaceable.js        64         2        10         52          7
~ternal\operators\repeat.js        64         0         1         63         13
~t-validate\build\errors.js        64         2         6         56          3
~lib\shared\option-utils.js        63         9        12         42          6
~l-spa\src\summaryHeader.js        63         6         0         57          8
~ernal\operators\groupBy.js        63         0         1         62          8
~ernal\operators\groupBy.js        63         0         1         62          8
~watcher\build\JestHooks.js        63         2         6         55          0
~mver\ranges\min-version.js        63         8         4         51         13
~c\logging\logging-event.js        63         0         1         62          0
~thod-expression-mutator.js        63         0         3         60         10
~perators\withLatestFrom.js        63         0         1         62         20
~e\ConnectableObservable.js        63         0         1         62          7
~les\elseif-without-else.js        63         0        20         43          8
~pply-helpers\test\index.js        63        10        15         38          1
~al\operators\windowTime.js        63         0         1         62          9
~ernal\operators\timeout.js        63         0         1         62         13
~\json-buffer\test\index.js        63         7         0         56          2
~ed\deprecation-warnings.js        63        11        22         30          1
~rievers\getFunctionName.js        63         2         1         60         21
~semver\functions\coerce.js        62         9        10         43         14
~l\testing\HotObservable.js        62         0         1         61          9
~e\bindCallbackInternals.js        62         0         1         61         10
~block-statement-mutator.js        62         0        21         41          6
~bservable\combineLatest.js        62         0         1         61          7
~and-columns\build\index.js        62         0         0         62         10
~b\rules\no-new-wrappers.js        62        12        11         39          3
~alizer\stryker-inquirer.js        62         0         1         61          3
~yargs\build\lib\argsert.js        62         0         0         62         13
~s\no-constructor-return.js        62        11         8         43          2
~-parser\build\lib\index.js        62         0        14         48         13
~\lib\text-summary\index.js        62         7         4         51          4
~js\lib\pagination\lines.js        62         0        16         46          9
~rter\dashboard-reporter.js        62         0         1         61          7
~es\balanced-match\index.js        62        10         0         52         17
~\initializer\npm-client.js        62         0         1         61          3
~re\forward-token-cursor.js        62         8        29         25          1
~hared\deep-merge-arrays.js        62        10        21         31         11
~\html-escaper\esm\index.js        62         2        21         39          0
~s-yaml\lib\js-yaml\type.js        61        11         1         49         12
~s\call-bound\test\index.js        61        12         8         41          0
~odules\get-stream\index.js        61        11         1         49          4
~ib\config\files\package.js        61         2         1         58          7
~modules\word-wrap\index.js        61         9         6         46         10
~mver\ranges\min-version.js        61         7         4         50         13
~ules\ajv\scripts\bundle.js        61         9         0         52         14
~tors\OperatorSubscriber.js        61         0         1         60          5
~ules\ajv\scripts\bundle.js        61         9         0         52         14
~rce\Node-SMB\lib\common.js        61         8        12         41          3
~e_modules\ajv\dist\2019.js        61         0         1         60          3
~\config\resolve-targets.js        61         2         1         58          9
~perators\mergeInternals.js        61         0         1         60         13
~template\lib\formatters.js        61         2         1         58          6
~mver\ranges\min-version.js        61         7         4         50         13
~b\prototypes\index.test.js        61         7         6         48          2
~al\operators\bufferTime.js        61         0         1         60         13
~rd-token-comment-cursor.js        61         7        22         32          7
~lib\transform\run-async.js        60        10         4         46          8
~laries\applicator\oneOf.js        60         0         3         57          7
~\src\utils\string-utils.js        60         0         4         56          4
~semver\functions\coerce.js        60         8        10         42         14
~\lib\rules\no-div-regex.js        60        10         8         42          1
~semver\functions\coerce.js        60         8        10         42         14
~ules\braces\lib\compile.js        60        14         0         46         14
~s\semver\functions\diff.js        60        13         9         38         11
~s\dist\src\helpers\text.js        60         0        14         46          6
~pescript\lib\const-enum.js        60         2         1         57         20
~\js-yaml\type\js\regexp.js        60        14         4         42         11
~est\schemas\build\index.js        60         2         6         52          0
~xeca\lib\verbose\output.js        60         7        19         34         10
~\lib\return\early-error.js        60         7         2         51          0
~ers\angular-initializer.js        60         0         2         58          3
~nstants\generated\index.js        60         2         1         57          0
